slug,brand,model,category,default_gateway_ip,default_login_host,default_username,default_password,default_password_blank,credential_type,credential_note,reset_steps,source_url,source_name,source_archive_url,confidence,last_verified,ssid_url
cudy-wr3000,Cudy,WR3000 (AX3000),router,192.168.10.1,cudy.net,,,false,set-on-setup,"Cudy's login page at cudy.net / 192.168.10.1 prompts you to set a password on first access. Some units pre-fill 'admin' as the initial password, but current firmware has you create your own - there is no guaranteed admin/admin.","Reset: with the router powered on, press and hold the RESET button for 10-15 seconds until the LEDs blink, then release and wait for reboot. Browse to http://cudy.net or 192.168.10.1 and set a new admin password.",https://www.cudy.com/en-us/blogs/faq/how-to-log-into-the-web-interface-of-cudy-router,Cudy Official FAQ - How to log into the web interface of Cudy Router,,medium,2026-08-08,https://ssid.ai/routers/cudy-wr3000
d-link-adsl-dsl-series,D-Link,ADSL Modem/Router (DSL series),gateway,192.168.1.1,,admin,admin,false,static,"D-Link's official support states the default for its ADSL modem/router (DSL series) is admin / admin at 192.168.1.1 — many older Airtel/BSNL/MTNL DSL units are these. D-Link also notes that units purchased after 2017 are secure by default with a unique password printed on the bottom of the unit, so check the label on newer hardware.","Connect to the modem/router by LAN or Wi-Fi, open http://192.168.1.1 in a browser, and sign in with username admin and password admin (D-Link's documented default for its DSL series). If the login is rejected, the password was likely changed — keep the username admin and enter your own password. To factory reset, hold the recessed RESET button for about 10 seconds until the unit reboots, then log back in with admin / admin and reconfigure.",https://www.dlink.com/us/en/support/faq/modems/dsl-modems/dsl-series/what-is-the-default-username-and-password-for-my-adsl-modem-router,D-Link — Default username and password for my ADSL modem/router,,medium,2026-08-08,https://ssid.ai/routers/d-link-adsl-dsl-series
d-link-dir-615,D-Link,DIR-615,router,192.168.0.1,,admin,,true,static,D-Link's documented default is username admin with a blank password — there is no admin/admin. D-Link's official login FAQ confirms admin with password blank by default for this era of routers.,"Open a browser to http://192.168.0.1, select admin as the User Name and leave the Password blank, then click Log In. To factory reset, with the router on, press and hold the recessed Reset button on the bottom for about 10 seconds until it reboots; the password returns to blank.",https://www.dlink.com/us/en/support/faq/routers/how-do-i-log-into-my-router,D-Link Support FAQ — How do I log into my router,,medium,2026-08-08,https://ssid.ai/routers/d-link-dir-615
d-link-dir-655,D-Link,DIR-655,router,192.168.0.1,,admin,,true,static,The official D-Link DIR-655 manual and Quick Install Guide state the default username is admin and the default password is blank (leave the field empty). No admin/admin exists for this model.,"Open a browser to http://192.168.0.1, choose Admin from the user drop-down, leave the password field blank, and click Log In. To reset, press and hold the Reset button on the back for about 10 seconds until the router reboots; the password reverts to blank.",https://global.dlink.com.sg/site_support/DIR-655/QIG/DIR-655_QIG_v200.pdf,D-Link DIR-655 Quick Install Guide (official PDF),,high,2026-08-08,https://ssid.ai/routers/d-link-dir-655
d-link-dir-825,D-Link,DIR-825,router,192.168.0.1,,admin,,true,static,The official D-Link DIR-825 user manual documents username admin with the password left blank by default. Owners are expected to set a password on first configuration.,"Open a browser to http://192.168.0.1, enter admin as the username, leave the password blank, and log in. Factory reset: hold the Reset button on the underside for about 10 seconds with the unit powered on until it restarts; the password returns to blank.",https://www.dlink.com/-/media/Consumer_Products/DIR/DIR%20825/Manual/DIR825C1manual11301130EN.pdf,D-Link DIR-825 User Manual (official PDF),,high,2026-08-08,https://ssid.ai/routers/d-link-dir-825
d-link-dir-882,D-Link,DIR-882,router,192.168.0.1,,admin,,false,set-on-setup,Ships with NO admin password — the setup wizard forces you to create one. Classic login username is admin.,"With the router on, insert a paperclip into the recessed Reset hole on the back and hold ~10 seconds, then release to restore factory defaults.",https://support.dlink.com/resource/products/DIR-882/REVA/DIR-882-US_REVA_MANUAL_070717_v1.00_US_EN.pdf,D-Link DIR-882 official User Manual (v1.00),https://web.archive.org/web/20260212141941/https://support.dlink.com/resource/products/DIR-882/REVA/DIR-882-US_REVA_MANUAL_070717_v1.00_US_EN.pdf,high,2026-08-08,https://ssid.ai/routers/d-link-dir-882
d-link-dir-x1560,D-Link,DIR-X1560 (EXO AX1500),router,192.168.0.1,,,,false,set-on-setup,No default password — the login screen has only an Admin Password field (no username). Leave blank if the setup wizard hasn't run; otherwise use the password you created.,"Insert a paperclip into the recessed Reset hole on the back and hold longer than 10 seconds, then release to restore defaults.",https://support.dlink.com/resource/PRODUCTS/DIR-X1560/REVA/DIR-X1560_REVA_MANUAL_v1.00_WW.pdf,D-Link DIR-X1560 official User Manual (v1.00),https://web.archive.org/web/20240228211647/https://support.dlink.com/resource/PRODUCTS/DIR-X1560/REVA/DIR-X1560_REVA_MANUAL_v1.00_WW.pdf,high,2026-08-08,https://ssid.ai/routers/d-link-dir-x1560
d-link-dir-x1870,D-Link,DIR-X1870 (EXO AX1800),router,192.168.0.1,dlinkrouter.local,,password,false,static,"Wi-Fi 6 (802.11ax) AX1800 dual-band mesh-capable router (EXO AX line) — a lower tier than the AX5400 DIR-X5460. Web or D-Link Wi-Fi app setup. D-Link's Quick Install Guide states a static default: ""You will be asked for your Device/Admin Password. By default this password is 'password'.""","Use a paperclip to press and hold the recessed Reset button for longer than 10 seconds to restore default settings, then reconnect to the Wi-Fi on the Quick Installation Card and set up again.",https://support.dlink.com/resource/PRODUCTS/DIR-X1870/REVA/DIR-X1870_A1_QIG_v1.01(CA)(press)_90x130.pdf,D-Link DIR-X1870 Quick Installation Guide v1.01 — official PDF,,high,2026-08-08,https://ssid.ai/routers/d-link-dir-x1870
d-link-dir-x5460,D-Link,DIR-X5460 (EXO AX5400),router,192.168.0.1,dlinkrouter.local,,password,false,static,"Wi-Fi 6 (802.11ax) AX5400 dual-band mesh-capable router with a dual-core CPU and detachable antennas. D-Link's Quick Install Guide states a genuine static default: ""You will be asked for your Device/Admin Password. By default this password is 'password'."" Some revisions' user manuals instead cite a label-printed password, so confidence is medium.",Use a paperclip to press and hold the recessed Reset button on the back for longer than 10 seconds to restore the router to default settings.,https://support.dlink.com/resource/PRODUCTS/DIR-X5460/REVA/DIR-X5460_REVA_QIG_v1.10_US.pdf,D-Link DIR-X5460 Quick Installation Guide v1.10 — official PDF,,medium,2026-08-08,https://ssid.ai/routers/d-link-dir-x5460
deutsche-telekom-speedport-pro-plus,Deutsche Telekom,Speedport Pro Plus,router,192.168.2.1,speedport.ip,,,false,label-unique,"Distinct from the already-covered Speedport Smart / Smart 4 Plus tier — Telekom's premium hybrid-mesh router. No username field and no admin/admin — login uses a unique per-unit device password (Gerätepasswort) printed on the device label or Routerpass, at http://speedport.ip. Telekom's own help page: 'Bei den Speedport-Routern steht das voreingestellte Gerätepasswort auf der Rückseite oder Unterseite des Gerätes oder dem Routerpass abgedruckt.'","Premium hybrid fixed-line router with LTE bonding, mesh-WLAN base station, up to 12 antennas including DECT, 9,700 Mbit/s Wi-Fi class. Reset via the recessed button on the device; credentials revert to the printed Gerätepasswort after reset.",https://www.telekom.de/hilfe/hilfe-bei-stoerungen/persoenliches-kennwort-in-speedport-eintragen,Telekom Hilfe — Persönliches Kennwort in Speedport eintragen (official),,high,2026-08-08,https://ssid.ai/routers/deutsche-telekom-speedport-pro-plus
deutsche-telekom-speedport-smart,Deutsche Telekom,Speedport Smart,gateway,192.168.2.1,speedport.ip,,,false,label-unique,"No universal default. The Speedport Smart uses a device-specific Gerätepasswort printed on the type plate (Typenschild) on the router and in the supplied router pass — there is no login username, only that device password.","To log in: connect to the router, browse to http://speedport.ip (or 192.168.2.1) and enter the device password (Gerätepasswort). In the delivery state this is the value printed on the type plate on the base/back of the Speedport (also in the included router pass). To factory reset: with the router on, press and hold the recessed Reset button for at least 7 seconds until the lights flash; the device password returns to the one on the type plate.",https://www.telekom.de/hilfe/geraete/router/speedport/geraetepasswort-wlan-schluessel,Telekom Hilfe — Gerätepasswort und WLAN-Schlüssel (Speedport),,high,2026-08-08,https://ssid.ai/routers/deutsche-telekom-speedport-smart
deutsche-telekom-speedport-smart-3,Deutsche Telekom,Speedport Smart 3,gateway,192.168.2.1,speedport.ip,,,false,label-unique,"Telekom's Wi-Fi 6-era DSL/fibre gateway — an earlier tier than the Speedport Smart 4 Plus already covered. No username and no shared default: the factory Gerätepasswort is unique per unit and login is at speedport.ip (192.168.2.1). Telekom: ""Im Auslieferungszustand entspricht das Gerätepasswort der Angabe auf dem Typenschild Ihres Speedport bzw. der Angabe im mitgelieferten Router-Pass.""","Enter http://speedport.ip or http://192.168.2.1 in a browser and log in with the device password (Gerätepasswort) printed on the unit's type label / Router-Pass. To reset, hold the recessed Reset button with a pin for at least 15 seconds until the factory device password is active again.",https://www.telekom.de/hilfe/downloads/bedienungsanleitung-speedport-smart-3.pdf,Deutsche Telekom Speedport Smart 3 Bedienungsanleitung — official (telekom.de),,high,2026-08-08,https://ssid.ai/routers/deutsche-telekom-speedport-smart-3
deutsche-telekom-speedport-smart-4-plus,Deutsche Telekom,Speedport Smart 4 Plus,gateway,,speedport.ip,,,false,label-unique,"DSL/VDSL and fibre (Glasfaser) capable Telekom gateway with integrated telephony (ships with DSL-Kabel, Glasfaser-Kabel and Telefon-Adapter) and an on-device display. No username field and no admin/admin — login uses a UNIQUE per-unit device password (Gerätepasswort) on the Typenschild and Router-Pass, at http://speedport.ip/.",Open http://speedport.ip/ and sign in with the Gerätepasswort printed on the device label (Typenschild) and in the supplied Router-Pass; set your own in the config UI. Use the Neustart/Reset button to return to factory settings.,https://www.telekom.de/hilfe/downloads/kurzanleitung-speedport-smart-4-plus.pdf,"Telekom Bedienungsanleitung — Speedport Smart 4 Plus (telekom.de, official)",https://web.archive.org/web/20260729073420/https://www.telekom.de/hilfe/downloads/kurzanleitung-speedport-smart-4-plus.pdf,high,2026-08-08,https://ssid.ai/routers/deutsche-telekom-speedport-smart-4-plus
devolo-magic-1-wifi-mini,Devolo,Magic 1 WiFi mini,mesh,,,,,false,label-unique,"Powerline (500 Mbps HomePlug) plus Wi-Fi 5 add-on adapter, the current entry point of the Magic 1 WiFi line. Gets a DHCP IP with no fixed default address; discovered via devolo Cockpit/app rather than a hostname. Web interface may be protected by a unique password printed on the type label, per the official manual.","Press and hold the recessed reset button on the adapter for about 10 seconds until the LEDs flash, or use 'Restore factory settings' in devolo Cockpit or the Home Network App.",https://www.devolo.com/media/e1/97/37/1779437604/Manual_devolo_Magic_1_WiFi_mini_DE_EN_FR_ES_NL_online.pdf,devolo Magic 1 WiFi mini — official user manual,https://web.archive.org/web/20260729073238/https://www.devolo.com/media/e1/97/37/1779437604/Manual_devolo_Magic_1_WiFi_mini_DE_EN_FR_ES_NL_online.pdf,high,2026-08-08,https://ssid.ai/routers/devolo-magic-1-wifi-mini
devolo-magic-2-wifi-next,Devolo,Magic 2 WiFi next,mesh,,,,,false,set-on-setup,"Wall-plug Powerline (G.hn, up to 2400 Mbps) plus dual-band mesh Wi-Fi 5 adapter (802.11a/b/g/n/ac up to 1200 Mbps, 4 antennas, band steering/roaming), with a pass-through socket and 2x gigabit LAN; sold in devolo's 'Mesh WiFi 2' kits. The built-in web interface has NO default password — assigning a login password is mandatory on first login. No fixed default IP: reach the UI via devolo Cockpit or the Home Network App. The Wi-Fi key (separate from the admin login) is unique and printed on the housing label.","Press and hold the Reset button (next to the network jacks) for longer than 10 seconds until the LED flashes white, then disconnect from mains — this restores factory defaults (all settings lost).",https://www.devolo.global/fileadmin/Web-Content/DE/products/hnw/magic-2-wifi-next/documents/en/devolo_Magic_2_WiFi_next_0321_en_online.pdf,devolo — Manual devolo Magic 2 WiFi next (official PDF),,high,2026-08-08,https://ssid.ai/routers/devolo-magic-2-wifi-next
draytek-vigor2135,DrayTek,Vigor2135,router,192.168.1.1,,admin,admin,false,static,"Gigabit Ethernet WAN broadband router with no built-in DSL modem — sits behind a separate modem/ONT, DrayTek's entry-level multi-WAN model. Genuine static default admin/admin confirmed in the official quick-start guide.","Press and hold the recessed Factory Reset button on the rear panel for about 10 seconds until the ACT LED starts blinking, then release; the router reboots to factory defaults. Browse to http://192.168.1.1 and log in with admin/admin.",https://www.draytek.com/assets/online_manuals/pdf/DrayTek_QS_Vigor2135_RF_V1.1_(01).pdf,DrayTek Vigor2135 Series Quick Start Guide v1.1 (official),,high,2026-08-08,https://ssid.ai/routers/draytek-vigor2135
draytek-vigor2765,DrayTek,Vigor2765,router,192.168.1.1,,admin,admin,false,static,Wired-only VDSL2/ADSL2+ 35b-chipset security router with no built-in Wi-Fi — the base SKU in the Vigor2765 family (the RF/Vac variant adds 802.11ac and VoIP). Genuine static default admin/admin confirmed in the official quick-start guide.,"Press and hold the recessed Factory Reset button on the rear panel for about 10 seconds until the ACT LED starts blinking, then release; the router reboots to factory defaults. Browse to http://192.168.1.1 and log in with admin/admin.",https://www.draytek.com/assets/online_manuals/pdf/DrayTek_QS_Vigor2765_Wired_V1.8.pdf,DrayTek Vigor2765 35b Series Quick Start Guide v1.8 (official),,high,2026-08-08,https://ssid.ai/routers/draytek-vigor2765
draytek-vigor2865,DrayTek,Vigor2865,router,192.168.1.1,,admin,admin,false,static,"VDSL2/ADSL2+ (35b) security firewall router with an integrated DSL modem and, on the RF model, 802.11ac Wi-Fi. Genuine static default admin/admin out of the box; the quick-start guide confirms you set a new password on first login, but admin/admin is the factory credential.","With the router powered on (ACT LED blinking), press and hold the recessed Factory Reset hole for more than 5 seconds; when the ACT LED blinks rapidly, release to restart at defaults. Then browse to http://192.168.1.1 and log in.",https://www.draytek.com/assets/online_manuals/pdf/DrayTek_QS_Vigor2865_Wired_V2.0.pdf,DrayTek Vigor2865 Quick Start Guide (official),https://web.archive.org/web/20260729072251/https://www.draytek.com/assets/online_manuals/pdf/DrayTek_QS_Vigor2865_Wired_V2.0.pdf,high,2026-08-08,https://ssid.ai/routers/draytek-vigor2865
draytek-vigor2927,DrayTek,Vigor2927,router,192.168.1.1,,admin,admin,false,static,"Dual-WAN Gigabit business security/VPN router — Ethernet WAN only (no DSL modem); the wired SKU has no Wi-Fi (the RF variant adds Wi-Fi 5). DrayTek ships a genuine static default of admin/admin; recent firmware then prompts you to set a new password, but admin/admin is the factory credential you first enter.","With the router powered on (ACT LED blinking), press and hold the recessed Factory Reset hole for more than 5 seconds; when the ACT LED blinks rapidly, release and let it restart at factory defaults. Then browse to http://192.168.1.1 and log in.",https://www.draytek.com/assets/online_manuals/pdf/DrayTek_QS_Vigor2927_Wired_V1.82.pdf,DrayTek Vigor2927 Quick Start Guide (official),https://web.archive.org/web/20260729072244/https://www.draytek.com/assets/online_manuals/pdf/DrayTek_QS_Vigor2927_Wired_V1.82.pdf,high,2026-08-08,https://ssid.ai/routers/draytek-vigor2927
draytek-vigor3910,DrayTek,Vigor3910,router,192.168.1.1,,admin,admin,false,static,"SMB multi-WAN (4x GbE WAN) security router/firewall built for VPN concentration and load-balancing at the edge — no built-in Wi-Fi or DSL modem, DrayTek's business-tier model above the Vigor2927. Genuine static default admin/admin confirmed in the official quick-start guide.","Press and hold the recessed Factory Reset button on the rear panel for about 10 seconds until the ACT LED starts blinking, then release; the router reboots to factory defaults. Browse to http://192.168.1.1 and log in with admin/admin (the system then prompts a password change).",https://www.draytek.com/assets/online_manuals/pdf/DrayTek_QS_Vigor3910_V1.7.pdf,DrayTek Vigor3910 Series Quick Start Guide v1.7 (official),,high,2026-08-08,https://ssid.ai/routers/draytek-vigor3910
draytek-vigorap-903,DrayTek,VigorAP 903,ap,192.168.1.2,vigorap.com,admin,admin,false,static,"802.11ac business access point (PoE, wall/ceiling mount) — DrayTek's AP line, a distinct default-IP scheme (.1.2) from the Vigor router family (.1.1) already covered. Official Quick Start Guide: 'Please enter ""admin/admin"" as the Username/Password and click Login.'","Press and hold the Factory Reset button for about 10 seconds until the LEDs flash, then release to restore factory defaults. Browse to http://192.168.1.2 (or http://vigorap.com over Wi-Fi) and log in with admin/admin.",https://www.draytek.com/assets/online_manuals/pdf/DrayTek_QS_VigorAP%20903_V2.1.pdf,DrayTek VigorAP 903 802.11ac Access Point Quick Start Guide V2.1 (official),https://web.archive.org/web/20260729074132/https://www.draytek.com/assets/online_manuals/pdf/DrayTek_QS_VigorAP%20903_V2.1.pdf,high,2026-08-08,https://ssid.ai/routers/draytek-vigorap-903
edimax-br-6428ns-v5,Edimax,BR-6428nS V5,router,192.168.2.1,,admin,1234,false,static,"N300 (802.11b/g/n, 2.4GHz-only, up to 300 Mbps) entry-level Wi-Fi 4 router/AP/range-extender combo. Wired login at http://192.168.2.1; the official User Manual's Login section and the product-label default table both state a genuine static default of admin / 1234 (a later FAQ line inconsistently prints admin/admin — the label value governs).","Press and hold the WPS/Reset button on the back panel for at least 10 seconds until the power LED begins to flash, then release and wait for the router to restart; defaults return to admin / 1234 at http://192.168.2.1.",https://download.edimax.com/mw/cufiles/files/download/manual/BR-6428nS_V5/BR-6428nS_V5_User_Manual_EN.pdf,"Edimax BR-6428nS V5 User Manual (v1.3, 08-2021) — download.edimax.com (official)",https://web.archive.org/web/20260729073312/https://download.edimax.com/mw/cufiles/files/download/manual/BR-6428nS_V5/BR-6428nS_V5_User_Manual_EN.pdf,medium,2026-08-08,https://ssid.ai/routers/edimax-br-6428ns-v5
ee-smart-hub,EE,Smart Hub,gateway,192.168.1.254,,admin,,false,label-unique,"There is no admin/admin default. Each EE Smart Hub has a unique admin password printed on the card on the back of the hub, separate from the WiFi password.","To log in: connect to the hub, browse to 192.168.1.254 and enter the admin password printed on the card on the back of the hub (this is different from the WiFi password, which is on the same card). To factory reset: with the hub on, press and hold the recessed Reset button on the back for about 20 seconds until it restarts; the network name, WiFi password and admin password revert to the values on the back card.",https://ee.co.uk/help/broadband/manage-use/change-wifi-admin-password,EE Broadband Help — Change the WiFi and admin password on your Hub,,high,2026-08-08,https://ssid.ai/routers/ee-smart-hub
ee-smart-hub-plus,EE,Smart Hub Plus,gateway,192.168.1.254,,,,false,label-unique,"EE's fibre gateway line (Smart Hub Plus / 6 Plus / 7 Plus) — distinct from the older EE Smart Hub already covered. The Hub Manager admin password is separate from the Wi-Fi password and is printed per-unit on the card on the back; login is at 192.168.1.254 with no username. EE: ""That password is also on the card on the back of the hub.""","Type 192.168.1.254 in the browser address bar and press Enter, then log in with the admin password printed on the card on the back of the hub. A factory reset restores that printed admin password.",https://ee.co.uk/help/broadband/manage-use/change-wifi-admin-password,EE Broadband Help — Change the WiFi Password and Admin Password on Your Hub (official),,high,2026-08-08,https://ssid.ai/routers/ee-smart-hub-plus
eero-6-plus,eero,eero 6+,mesh,,,,,false,app-only,App-only. There is no admin web page and no admin/admin default password. The only password is the Wi-Fi password you create in the eero app.,"eero 6+ is managed only in the eero app. To hard reset: with the eero powered on, hold the reset button on the back until the LED flashes red (~15 seconds), then release; when it blinks blue it is ready to set up. Re-add it in the app and set your Wi-Fi credentials.",https://support.eero.com/hc/en-us/articles/215473703-How-do-I-reboot-or-reset-my-eero,eero Help Center,https://web.archive.org/web/20260729070638/https://eero.com/support/articles/215473703-How-do-I-reboot-or-reset-my-eero,high,2026-08-08,https://ssid.ai/routers/eero-6-plus
eero-max-7,eero,eero Max 7,mesh,,,,,false,app-only,"App-only mesh. No web interface and no factory admin/admin. All configuration, including the Wi-Fi password you pick, lives in the eero app under your Amazon/eero account.","There is no browser login for eero — use the eero app. To hard reset: powered on, hold the reset button until the LED flashes red (about 15 seconds), release, and wait for the blue blink. Add the eero back in the app and choose a new Wi-Fi name and password.",https://support.eero.com/hc/en-us/articles/215473703-How-do-I-reboot-or-reset-my-eero,eero Help Center,https://web.archive.org/web/20260729070638/https://eero.com/support/articles/215473703-How-do-I-reboot-or-reset-my-eero,high,2026-08-08,https://ssid.ai/routers/eero-max-7
eero-pro-6,eero,eero Pro 6,mesh,,,,,false,app-only,App-only — there is no admin web page and no admin/admin default. You create and change the Wi-Fi password in the eero app under Settings > Wifi name & password. There are no separate router login credentials.,"eero has no web admin page — everything is managed in the eero mobile app. To factory (hard) reset: with the eero powered on, press and hold the reset button on the back until the LED flashes red (about 15 seconds), then release. When the light blinks blue the unit is ready. Reopen the eero app (signed into your Amazon/eero account) and add the eero back to your network; you set the Wi-Fi name and password there.",https://support.eero.com/hc/en-us/articles/215473703-How-do-I-reboot-or-reset-my-eero,eero Help Center,,high,2026-08-08,https://ssid.ai/routers/eero-pro-6
eero-pro-6e,eero,eero Pro 6E,mesh,,,,,false,app-only,"App-only. No web admin, no default admin/admin. The Wi-Fi password is one you set in the eero app during setup; view or change it under Settings > Wifi name & password.","eero is administered only through the eero mobile app. To hard reset: with the unit powered on, hold the reset button on the back until the LED flashes red (~15 seconds), then release. Wait for the light to blink blue, then re-add the eero in the app and set your Wi-Fi name and password.",https://support.eero.com/hc/en-us/articles/215473703-How-do-I-reboot-or-reset-my-eero,eero Help Center,https://web.archive.org/web/20260729070638/https://eero.com/support/articles/215473703-How-do-I-reboot-or-reset-my-eero,high,2026-08-08,https://ssid.ai/routers/eero-pro-6e
engenius-standalone-ap,EnGenius,Standalone AP (EWS/ECW series),router,192.168.1.1,EnGenius.local,admin,admin,false,static,EnGenius documents a static default of admin / admin at 192.168.1.1 for standalone-mode devices and the local access page of cloud APs. Cloud-managed (EnGenius Cloud app) is the primary path for ECW models; the local admin/admin login is for direct setup.,"For a standalone EnGenius access point, connect a computer to the AP and browse to http://192.168.1.1 (or http://EnGenius.local). If the AP can't find a DHCP server it falls back to 192.168.1.1. Log in with username 'admin' and password 'admin', then change the password. To factory reset, hold the AP's Reset button for about 10 seconds until it reboots, restoring admin/admin.",https://doctorengenius.engeniustech.com/en/articles/6708892-what-is-the-default-ip-username-and-password-for-engenius-devices,"Doctor EnGenius Help Center (default IP, username and password)",,medium,2026-08-08,https://ssid.ai/routers/engenius-standalone-ap
etisalat-aztech-hw550-3g,Etisalat by e&,Aztech HW550-3G,gateway,192.168.2.1,,admin,admin,false,static,Etisalat's official configuration manual documents http://192.168.2.1 with admin / admin for this e-Life router. This applies to the legacy Aztech HW550-3G; current e& fibre service ships different ONTs whose admin password is typically printed on the device label rather than a universal admin/admin.,"Connect to the router by LAN or Wi-Fi, open http://192.168.2.1 in a browser, and sign in with username admin and password admin (Etisalat's documented default for this unit). Complete Internet setup with the PPPoE credentials from your e-Life card. To factory reset, hold the recessed RESET button for about 10 seconds until the unit reboots, then log back in at 192.168.2.1 and set a new admin password under System > Password.",https://support.etisalat.ae/en/system/docs/personal/manual/AztechHW550_3G_DetailedConfigurationManual_Normal.pdf,Etisalat UAE — Aztech HW550-3G Configuration Manual,,high,2026-08-08,https://ssid.ai/routers/etisalat-aztech-hw550-3g
firewalla-blue-plus,Firewalla,Blue Plus,gateway,,,,,false,app-only,"Compact home/small-office firewall/router gateway — the higher-throughput sibling of the base Firewalla Blue, and the first Blue-line SKU in this seed (only Gold and Purple were covered previously). Managed entirely from the Firewalla app; Firewalla's own help center: 'the Web interface is a complementary management interface to the mobile app and is supported on all Firewalla devices Blue and up' — no device login exists.",Pairing and factory reset are handled entirely through the Firewalla app; there is no on-box web-admin credential to reset.,https://help.firewalla.com/hc/en-us/articles/4408013495059-Web-Interfaces-for-Firewalla,Firewalla Help Center — Web Interfaces for Firewalla (official),,medium,2026-08-08,https://ssid.ai/routers/firewalla-blue-plus
firewalla-gold,Firewalla,Gold,gateway,,,,,false,app-only,"Multi-gigabit firewall/router security gateway (Gold Original/Rev B/Plus: 4x 1G routable ports; Gold SE adds 2.5G; Gold Pro adds 10G/2.5G). Managed entirely from the Firewalla iOS/Android app — there is NO web-admin username/password on the box. Setup: install the app, tap +, and pair using the bundled red security dongle. The optional web interface (my.firewalla.com) authenticates through the paired app, not device credentials.","Setup/pairing and factory reset are driven from the Firewalla app; the hardware reset varies by model (Gold Pro has a dedicated Reset button, others reset via SD-card reflash) — see Firewalla's 'How to reset Firewalla box' article.",https://help.firewalla.com/hc/en-us/articles/360046669734-Firewalla-Gold-Series-Installation-Guide,Firewalla Help Center — Firewalla Gold Series Installation Guide,,high,2026-08-08,https://ssid.ai/routers/firewalla-gold
firewalla-purple,Firewalla,Purple,gateway,,,,,false,app-only,"Gigabit firewall/router security gateway with dual-band Wi-Fi. Managed entirely from the Firewalla iOS/Android app — there is NO on-box web login. Setup and pairing are done in the app; the complementary web interface (my.firewalla.com), supported on Firewalla Blue and up, authenticates via the paired mobile app rather than device credentials.",Pairing and factory reset are handled through the Firewalla app; see Firewalla's 'How to reset Firewalla box' article for the hardware reset procedure.,https://help.firewalla.com/hc/en-us/articles/4408013495059-Web-Interfaces-for-Firewalla,Firewalla Help Center — Web Interfaces for Firewalla,,high,2026-08-08,https://ssid.ai/routers/firewalla-purple
free-freebox,Free,Freebox (Freebox OS),gateway,,mafreebox.freebox.fr,,,false,set-on-setup,"Fibre/xDSL gateway (Freebox Server) with integrated telephony, managed via Freebox OS. No factory admin/admin: on first connection the user creates their own administrator password, gated by a physical confirmation on the Freebox Server itself. Login is by that user-set password at mafreebox.freebox.fr.","From a device connected to the Freebox, go to http://mafreebox.freebox.fr/ and click Première connexion, then define your own administrator password (physical confirmation on the Freebox Server is required). If lost, use J'ai perdu mon mot de passe, which also requires physical validation on the box.",https://assistance.free.fr/articles/468,Assistance Free — Freebox OS : accéder à Freebox OS depuis mon domicile (official),,high,2026-08-08,https://ssid.ai/routers/free-freebox
frontier-fiberoptic-router,Frontier,FiberOptic / Arris NVG Router,gateway,192.168.1.1,192.168.1.1,admin,,false,label-unique,"Frontier routers (Arris/Sagemcom FiberOptic gateways) print the admin password on the device label — it varies by unit and model, so there is no single universal default. Older Frontier DSL units used admin/password, but fiber gateways rely on the label value.","Open a browser to http://192.168.1.1 (some models use 192.168.254.254). The Admin Username is usually 'admin' and the Admin Password is printed on the label on the side/bottom of the router. To factory reset, press and hold the recessed Reset button ~10-15 seconds until the router restarts, then sign in with the credentials on the label.",https://frontier.com/helpcenter/internet/change-wifi-network-name-and-password,Frontier Help Center — Change Your Wi-Fi Network Name and Password,,medium,2026-08-08,https://ssid.ai/routers/frontier-fiberoptic-router
gl-inet-gl-mt3000-beryl-ax,GL.iNet,Beryl AX (GL-MT3000),router,192.168.8.1,,,,false,set-on-setup,"Beryl AX (GL-MT3000) is GL.iNet's pocket travel router. No admin password is shipped with it — the first page at 192.168.8.1 asks you to create one. The wireless name and key on its label are unique to that unit, not a universal pair.","Reset: with the router powered on, press and hold the RESET button for about 10 seconds until the LEDs flash, then release and wait for reboot. Rejoin the label's wireless network, open 192.168.8.1, pick a language, and create your admin password.",https://docs.gl-inet.com/router/en/4/user_guide/gl-mt3000/,GL.iNet Official Docs - Beryl AX (GL-MT3000) User Guide,,high,2026-08-08,https://ssid.ai/routers/gl-inet-gl-mt3000-beryl-ax
gl-inet-gl-ax1800-flint,GL.iNet,Flint (GL-AX1800),router,192.168.8.1,,,,false,set-on-setup,"Flint (GL-AX1800) is the desktop model in the range. It arrives without an admin password; your first visit to 192.168.8.1 requires you to make one, at least 5 characters. Its bottom label prints a per-device wireless name and key, which is a separate thing entirely.","Reset: with power on, keep RESET depressed near 10 seconds until the LEDs flash, then let go and allow the reboot. Reconnect over the wireless network from the bottom label, go to 192.168.8.1, choose a language, and enter an admin password of your own.",https://docs.gl-inet.com/router/en/4/user_guide/gl-ax1800/,GL.iNet Official Docs - Flint (GL-AX1800) User Guide,https://web.archive.org/web/20260727084336/https://docs.gl-inet.com/router/en/4/user_guide/gl-ax1800/,high,2026-08-08,https://ssid.ai/routers/gl-inet-gl-ax1800-flint
